Tabelle 1;;;;;;;;;;;;;;;;;;;
;Institute;Theme_DE;Question_number;Question_text;CPA_1_text;merkel_pre_1;merkel_pre_2;merkel_pre_3c;merkel_pre_tgt;merkel_pre_text;merkel_pre_reference;merkel_post_1;merkel_post_2;merkel_post_3c;merkel_post_tgt;merkel_post_text;merkel_post_reference;Comment;
149;dimap;Meinungen zur Digitalisierung und zu resistenten Keimen in der Gesundheitspolitik;q8_7;"Und wie ist das bei den folgenden Aspekten? Sagen Sie mir bitte, um was sich die Politik in Deutschland Ihrer Meinung nach besonders kümmern, eher kümmern, eher nicht kümmern oder gar nicht kümmern sollte. 

Um den Schutz vor Internetkriminalität aller Art";Space, Science, Technology and Communications;NA;NA;NA;NA;NA;NA;-1;1;-1;-1;Unbeschadet aller uns in diesen Tagen beschäftigenden Herausforderungen dürfen wir nicht vergessen, dass wir einen qualitativen Wandel unseres Arbeitslebens, unseres gesellschaftlichen Lebens durchlaufen, und zwar durch die Digitalisierung. Und die Bundesregierung antwortet darauf. Wir wissen, dass das Wirtschaft und Gesellschaft gleichermaßen betrifft. Mit dem Regierungsprogramm „Digitale Agenda 2014–2017“ wird die Bundesregierung den digitalen Wandel aktiv mitgestalten. Wir werden auf der Kabinettsklausur am Dienstag der kommenden Woche die Digitalisierung als Schwerpunkt haben und über Themen wie Industrie 4.0, automatisiertes Fahren, Cybersicherheit und E-Health sprechen wie über viele andere Themen.;2015-09-09_Rede von Bundeskanzlerin Merkel im Deutschen Bundestag.txt;;
150;dimap;Meinungen zur Digitalisierung und zu resistenten Keimen in der Gesundheitspolitik;q15_1;"Hauptsächlich geht es bei dem Thema resistenter Keime darum, dass Krankheitserreger auf viele Antibiotika nicht mehr ansprechen. Die Behandlungsmöglichkeiten werden dadurch stark einschränkt. Das tritt besonders in Krankenhäusern auf. 
Was ist Ihre Meinung zu resistenten Keimen? Bitte sagen Sie mir jeweils, welcher der folgenden Meinungen Sie zustimmen und welcher Sie nicht zustimmen. 

In Deutschland haben wir die Ausbreitung antibiotikaresistenter Keime gut im Griff.";Healthcare;-1;0;-1;-1;Unter den Gesundheitsthemen sind noch zwei andere Themen, die Sie dann auch im Kommuniqué nachlesen können. Erstens: der Kampf gegen Antibiotikaresistenzen. Das ist ein Thema, das die entwickelten Länder und die Entwicklungsländer gleichermaßen interessiert und für beide wichtig ist. Man denkt immer, gegen alle Krankheiten seien Antibiotika vorhanden ‑ aber wenn einmal Resistenzen auftreten, dann ist es heute sehr, sehr schwer, neue Antibiotika zu entwickeln. Hier haben uns die nationalen Akademien der G7-Staaten geholfen, Maßstäbe zu entwickeln und Handlungen durchzuführen, mit denen wir dann besser die Entwicklung von Antibiotika begleiten können und die sachgerechte Anwendung von Antibiotika sicherstellen können. Dazu haben sich die G7-Staaten zu dem einen Gesundheitsansatz bekannt. Was heißt das? Das heißt, Menschen und Tier gleichermaßen in den Blick zu nehmen und Antibiotika auch verschreibungspflichtig zu machen. Das ist von äußerster Wichtigkeit für den sachgerechten Umgang.;2015-06-08_Im Wortlaut - Pressekonferenz von Bundeskanzlerin Merkel zum Abschluss des G7-Gipfels in Elmau.txt;0;NA;0;0;Das G7-Treffen in Elmau war aber auch ein wichtiges Beispiel für den Transfer anderer wissenschaftlicher Erkenntnisse. Ich möchte mich für die wertvollen Stellungnahmen bedanken, die von allen wissenschaftlichen Akademien der G7 unter der Federführung der Leopoldina zur Zukunft der Meere, zur Bekämpfung von sogenannten vernachlässigten Tropenkrankheiten und von Antibiotika-Resistenzen entstanden sind. Das sind sehr spannende Punkte. Ihre Informationen aus den G7-Akademien sind nicht nur in die Abschlusserklärung eingegangen, sondern führen uns auch in der Sache wirklich weiter.;2015-09-18_Rede von Bundeskanzlerin Merkel zur Leopoldina-Jahresversammlung „Symmetrie und Asymmetrie in Wissenschaft und Kunst“ am 18_ September 2015 in Halle (Saale).txt;;
151;dimap;Meinungen zur Digitalisierung und zu resistenten Keimen in der Gesundheitspolitik;q15_3;"Hauptsächlich geht es bei dem Thema resistenter Keime darum, dass Krankheitserreger auf viele Antibiotika nicht mehr ansprechen. Die Behandlungsmöglichkeiten werden dadurch stark einschränkt. Das tritt besonders in Krankenhäusern auf. 
Was ist Ihre Meinung zu resistenten Keimen? Bitte sagen Sie mir jeweils, welcher der folgenden Meinungen Sie zustimmen und welcher Sie nicht zustimmen. 

Gegen die Verbreitung von antibiotikaresistenten Keimen muss dringend mehr getan werden.";Healthcare;-2;0;-1;-1;Unter den Gesundheitsthemen sind noch zwei andere Themen, die Sie dann auch im Kommuniqué nachlesen können. Erstens: der Kampf gegen Antibiotikaresistenzen. Das ist ein Thema, das die entwickelten Länder und die Entwicklungsländer gleichermaßen interessiert und für beide wichtig ist. Man denkt immer, gegen alle Krankheiten seien Antibiotika vorhanden ‑ aber wenn einmal Resistenzen auftreten, dann ist es heute sehr, sehr schwer, neue Antibiotika zu entwickeln. Hier haben uns die nationalen Akademien der G7-Staaten geholfen, Maßstäbe zu entwickeln und Handlungen durchzuführen, mit denen wir dann besser die Entwicklung von Antibiotika begleiten können und die sachgerechte Anwendung von Antibiotika sicherstellen können. Dazu haben sich die G7-Staaten zu dem einen Gesundheitsansatz bekannt. Was heißt das? Das heißt, Menschen und Tier gleichermaßen in den Blick zu nehmen und Antibiotika auch verschreibungspflichtig zu machen. Das ist von äußerster Wichtigkeit für den sachgerechten Umgang.;2015-06-08_Im Wortlaut - Pressekonferenz von Bundeskanzlerin Merkel zum Abschluss des G7-Gipfels in Elmau.txt;-2;0;-1;0;Das G7-Treffen in Elmau war aber auch ein wichtiges Beispiel für den Transfer anderer wissenschaftlicher Erkenntnisse. Ich möchte mich für die wertvollen Stellungnahmen bedanken, die von allen wissenschaftlichen Akademien der G7 unter der Federführung der Leopoldina zur Zukunft der Meere, zur Bekämpfung von sogenannten vernachlässigten Tropenkrankheiten und von Antibiotika-Resistenzen entstanden sind. Das sind sehr spannende Punkte. Ihre Informationen aus den G7-Akademien sind nicht nur in die Abschlusserklärung eingegangen, sondern führen uns auch in der Sache wirklich weiter.;2015-09-18_Rede von Bundeskanzlerin Merkel zur Leopoldina-Jahresversammlung „Symmetrie und Asymmetrie in Wissenschaft und Kunst“ am 18_ September 2015 in Halle (Saale).txt;;
152;dimap;Meinungen zur Digitalisierung und zu resistenten Keimen in der Gesundheitspolitik;q21;"Die Bundesregierung hat eine verschärfte Meldepflicht für Krankenhäuser auf den Weg gebracht. Das Auftreten resistenter Keime muss in Zukunft bereits beim ersten Nachweis an das örtliche Gesundheitsamt gemeldet werden. 

Halten Sie das für eine angemessene Maßnahme oder halten Sie das für übertrieben?";Healthcare;-2;1;-1;NA;"Das dritte Thema, das wir auf deutscher Seite in der G7-Präsidentschaft bearbeiten wollen, ist das Thema Antibiotikaresistenzen. Hierzu haben uns die Nationalen Akademien der Wissenschaften Hinweise gegeben – wie im Übrigen auch zum Thema vernachlässigte Tropenkrankheiten. Ich glaube, dies ist ein Thema, das von ausschlaggebender Bedeutung für die Menschheit insgesamt ist – und zwar sowohl in den entwickelten als auch in den weniger entwickelten Ländern. Es geht darum, dass wir die Wirksamkeit existierender Antibiotika sichern und ihren Einsatz ausschließlich auf medizinisch notwendige Anwendungen beschränken – nicht nur bei Menschen, sondern auch bei Tieren. Hierzu wollen wir auf dem G7-Treffen gerade auch für Industrieländer möglichst strenge Maßstäbe vereinbaren. 
Restriktiv müssen die Wirkstoffe deshalb eingesetzt werden, weil es, wenn Krankheitserreger einmal resistent gegen sie sind – anders als zum Beispiel bei den vernachlässigten Tropenkrankheiten –, viel schwieriger ist, neue Wirkstoffe zu erforschen. Die pharmazeutische Industrie ist ein wichtiger Partner im Kampf gegen Krankheiten, aber sie kann auch nichts vollbringen, was durch Forschung nicht geschafft werden kann. Ich habe mir berichten lassen, wie schwierig es ist, neue Wirkstoffe für Antibiotika, die die alten ersetzen, zu erforschen. Deshalb müssen wir sorgsam damit umgehen, um hierbei voranzukommen, und einen Ansatz haben, der heißt: „Eine Gesundheit“-Ansatz für Mensch und Tier. 
Ich freue mich sehr, dass sich die Weltgesundheitsversammlung vorgenommen hat, erstmals einen globalen Aktionsplan gegen antimikrobielle Resistenzen zu entwickeln. Jedes Land sollte einen solchen Plan haben. Deutschland hat vor wenigen Tagen im Kabinett einen solchen Plan beschlossen. Diesbezüglich wird in der Humanmedizin und der Veterinärmedizin eng zusammengearbeitet.";2015-05-18_Rede von Bundeskanzlerin Merkel zur Eröffnungssitzung der 68_ Weltgesundheitsversammlung am 18_ Mai 2015.txt;-2;NA;-1;NA;Das G7-Treffen in Elmau war aber auch ein wichtiges Beispiel für den Transfer anderer wissenschaftlicher Erkenntnisse. Ich möchte mich für die wertvollen Stellungnahmen bedanken, die von allen wissenschaftlichen Akademien der G7 unter der Federführung der Leopoldina zur Zukunft der Meere, zur Bekämpfung von sogenannten vernachlässigten Tropenkrankheiten und von Antibiotika-Resistenzen entstanden sind. Das sind sehr spannende Punkte. Ihre Informationen aus den G7-Akademien sind nicht nur in die Abschlusserklärung eingegangen, sondern führen uns auch in der Sache wirklich weiter.;2015-09-18_Rede von Bundeskanzlerin Merkel zur Leopoldina-Jahresversammlung „Symmetrie und Asymmetrie in Wissenschaft und Kunst“ am 18_ September 2015 in Halle (Saale).txt;;
153;IfD Allensbach;Die Entwicklung der Einstellungen der Bevölkerung zu EU und Währungsunion;q1;"„Zum Thema Europa: Hat Deutschland durch seine Mitgliedschaft in der Europäischen Union eigentlich mehr Vorteile oder mehr Nachteile, oder würden Sie sagen, die Vor- und Nachteile gleichen sich aus?""";International Affairs and Foreign Aid;-2;NA;-1;-1;"Der EU-Projekttag geht auf eine Initiative der Bundeskanzlerin zurück. Er fand erstmals zu Beginn der deutschen EU-Ratspräsidentschaft 2007 statt. Ziel ist es, jungen Menschen Gelegenheit zu geben, sich intensiv mit der Idee der europäischen Einigung zu beschäftigen. Sie sollen dabei auch Einblicke bekommen, wie Europa in der Praxis gelebt wird. Der EU-Projekttag soll Lust machen, Europa zu entdecken und mitzugestalten. 
Der EU-Projekttag wird gemeinsam von Bundesregierung und Bundesländern veranstaltet. Gesprächspartner bei den zahlreichen Veranstaltungen an Schulen im gesamten Bundesgebiet sind neben Bundesministern auch Vertreter der Landesregierungen sowie Mitglieder des Deutschen Bundestages, des Europäischen Parlaments und der Länderparlamente. Auch Mitarbeiterinnen und Mitarbeiter von EU Institutionen sind in Schulen zu Gast und erzählen von ihrem Alltag im Dienst Europas.";2015-05-06_Bundeskanzlerin Merkel besucht zum EU-Projekttag am 12_ Mai die Röntgen-Schule in Berlin.txt;-2;1;-1;-1;"Angesichts der gewaltigen Herausforderung, vor der wir stehen, will ich einige Sätze sagen. Deutschland ist hilfsbereit. Jeder kann das erleben, auch außerhalb unseres Landes. Aber es ist nicht nur eine deutsche Herausforderung, sondern es ist eine europäische Herausforderung. Wir sind eine Europäische Union, die die gleichen Werte vertritt, die eine gemeinsame Asylpolitik hat, die sich für offene Grenzen eingesetzt hat – offene Grenzen zwischen den Mitgliedstaaten.
Das bedeutet aber auch, dass Europa jetzt gemeinsam handeln und gemeinsam Verantwortung tragen muss. Deutschland allein kann diese Aufgabe nicht schultern. Deshalb hoffe ich, dass wir bei den anstehenden europäischen Debatten – am Dienstag die Justiz- und Innenminister, am Mittwoch die Staats- und Regierungschefs – Erfolge erzielen, die den Menschen zeigen: Europa nimmt sich dieser Verantwortung gemeinsam an. Das wird viel über die Zukunftsfähigkeit dieses Europas aussagen. Wir alle wollen ein starkes Europa, nicht nur ein starkes Deutschland, meine Damen und Herren.
";2015-09-20_Rede von Bundeskanzlerin Merkel auf der Eröffnungsveranstaltung des 4_ ver_di-Bundeskongresses am 20_ September 2015 in Leipzig.txt;;
154;IfD Allensbach;Die Entwicklung der Einstellungen der Bevölkerung zu EU und Währungsunion;q2;"""Wie zufrieden sind Sie alles in allem damit, wie die Bundesregierung die Interessen Deutschlands in der Europäischen Union vertritt? Sind Sie damit ...""";International Affairs and Foreign Aid;1;-1;1;-1;"Frage: Frau Bundeskanzlerin, die Ergebnisse des EU-Sondergipfels zur Flüchtlingspolitik haben viel Enttäuschung ausgelöst. Was kann Deutschland Ihrer Meinung nach konkret selbst mehr tun? Was erwarten Sie von den anderen EU-Partnern konkret, und vor allem wie schnell? Denn die Menschen sterben ja weiter im Mittelmeer.
BK'in Merkel: Ich glaube, es lag in der Natur eines Sonderrats, der wenige Tage nach einem schrecklichen Ereignis, nämlich dem Untergang eines Schiffes mit wahrscheinlich 800 oder mehr Menschen, stattgefunden hat, dass dieser Sonderrat nur ein Anfang und nicht die Lösung des gesamten Problems sein kann. Der Europäische Rat zum Beispiel kann gar keine Rechtssetzung verabschieden, das heißt, wir können das Dublin-System, das heute Recht und Gesetz ist, als Rat nicht einfach verändern, sondern das bedarf großer Vorarbeiten.
Was wir aber doch gemacht haben, ist, politische Prioritäten zu setzen. Wir haben gesagt: Das Allerwichtigste ist die Rettung. Jeder von uns - Dänemark, Deutschland und viele andere - haben zusätzliche Kapazitäten angeboten, um Italien oder, besser gesagt, Frontex bei der Arbeit zu helfen. Wir haben gesagt: Die Mittel für Frontex werden verdreifacht. Damit sind sie auch so groß wie die Mittel, die für Mare Nostrum ausgegeben wurden. Insofern war das ein erster wichtiger Schritt. Die Beschäftigung der Staats- und Regierungschefs mit diesem Thema hat auch deutlich gemacht, dass das für uns unter den Themen, die wir zu bearbeiten haben, allergrößte Priorität ist.
Zweitens. Wir müssen zu einem System kommen, in dem wirklich alle Flüchtlinge registriert werden. Darüber müssen wir weiter sprechen. Die Länder, in denen sehr viele Flüchtlinge ankommen, sagen dann aber natürlich: Wir brauchen eine andere Lastenverteilung. Genau das ist der Punkt, über den wir eben schon gesprochen haben, der weiter diskutiert werden muss.
Drittens haben wir dann gesagt: Wir brauchen eine engere Kooperation mit Afrika. Deshalb wird auf Malta ein EU-Afrika-Gipfel stattfinden; denn wir müssen sicherlich auch darüber reden, wie wir die Ursachen von Flüchtlingsbewegungen bekämpfen. Dabei geht es auch um die Fragen: Setzt unsere Entwicklungspolitik die richtigen Akzente, wie können wir mehr für gutes Regieren und für mehr Transparenz in den Ländern, aus denen heraus Flucht stattfindet, tun? Denn diese Flucht findet ja nicht deshalb statt, weil das politische System in diesen Ländern so perfekt ist, sondern zum Teil eben auch, weil es gerade nicht perfekt ist. 
All diese Fragen werden wir weiter diskutieren. Deshalb können Sie davon ausgehen: Dieser Sonder-Rat war nicht der Endpunkt, sondern der Start. Die Diskussionen, die wir zu diesem Thema geführt haben, waren gut und auch sehr zielorientiert. Diese Diskussionen müssen weitergeführt werden. Wir haben die Kommission gebeten, uns Vorschläge zu machen. Sie wird jetzt einen Arbeitsplan vorlegen, und im Juni-Rat wird das Thema wieder auf der Tagesordnung stehen.";2015-04-28_Im Wortlaut - Pressekonferenz von Bundeskanzlerin Merkel und der dänischen Ministerpräsidentin Thorning-Schmidt.txt;-2;1;-1;-1;"Angesichts der gewaltigen Herausforderung, vor der wir stehen, will ich einige Sätze sagen. Deutschland ist hilfsbereit. Jeder kann das erleben, auch außerhalb unseres Landes. Aber es ist nicht nur eine deutsche Herausforderung, sondern es ist eine europäische Herausforderung. Wir sind eine Europäische Union, die die gleichen Werte vertritt, die eine gemeinsame Asylpolitik hat, die sich für offene Grenzen eingesetzt hat – offene Grenzen zwischen den Mitgliedstaaten.
Das bedeutet aber auch, dass Europa jetzt gemeinsam handeln und gemeinsam Verantwortung tragen muss. Deutschland allein kann diese Aufgabe nicht schultern. Deshalb hoffe ich, dass wir bei den anstehenden europäischen Debatten – am Dienstag die Justiz- und Innenminister, am Mittwoch die Staats- und Regierungschefs – Erfolge erzielen, die den Menschen zeigen: Europa nimmt sich dieser Verantwortung gemeinsam an. Das wird viel über die Zukunftsfähigkeit dieses Europas aussagen. Wir alle wollen ein starkes Europa, nicht nur ein starkes Deutschland, meine Damen und Herren.
";2015-09-20_Rede von Bundeskanzlerin Merkel auf der Eröffnungsveranstaltung des 4_ ver_di-Bundeskongresses am 20_ September 2015 in Leipzig.txt;;
155;IfD Allensbach;Die Entwicklung der Einstellungen der Bevölkerung zu EU und Währungsunion;q5;"""Wie ist Ihr Eindruck: Wie groß ist ganz allgemein die Solidarität, der Zusammenhalt zwischen den Mitglieds- ländern der Europäischen Union? Würden Sie sagen der Zusammenhalt ist...""";International Affairs and Foreign Aid;-1;0;-1;-1;"Wir haben eine Vielzahl großer Herausforderungen zu bewältigen. Wenn wir auf die Grenzen Europas sehen – am Mittelmeer oder die polnisch-ukrainische Grenze –, wenn wir sehen, wie der syrische Bürgerkrieg tobt und Hunderttausende von Opfern fordert, dann spüren wir doch, welchen Herausforderungen wir begegnen. Unser letzter europäischer Sonderrat hat sich mit den Flüchtlingen auf dem Mittelmeer beschäftigt. Kein Land allein wird diese Herausforderung bewältigen können. Auch die Europäische Union allein kann vieles nicht, sondern braucht Partner in der Welt. Ich glaube aber, dass wir als Europäische Union stärker sind, als wenn jedes Land auf sich allein gestellt wäre.
Sie haben genauso wie die Menschen in Paris die Grausamkeit von terroristischen Anschlägen erleben müssen. Ich denke, dass gerade auch die Auseinandersetzung mit Terrorismus eine Aufgabe ist, vor der wir alle gleichermaßen stehen und auf die wir die richtigen Antworten finden müssen. Weder dürfen wir angsterfüllt uns selbst in unseren Freiheitsmöglichkeiten einschränken – und damit sozusagen das tun, was die Terroristen erreichen wollen –, noch dürfen wir blauäugig sein und uns nicht zu richtigen Antworten durchringen. Darüber zu diskutieren, gemeinsame Antworten zu finden und gemeinsame Solidarität in solchen schweren Stunden zu zeigen – das ist der richtige Weg.";2015-04-28_Rede von Bundeskanzlerin Merkel an der Universität Kopenhagen am 28_ April 2015.txt;-1;1;-1;-1;"Meine Damen und Herren, neben der nationalen Ebene muss die europäische Ebene ihren Teil leisten. Menschenwürde, Rechtsstaatlichkeit, Toleranz und Solidarität verbinden uns in Europa nicht nur kulturell. Sie sind Gründungsidee, sie sind fester Bestandteil der Verträge und Grundlage des gemeinsamen Handelns der Europäischen Union. Unser Umgang mit der aktuellen Krise wird unseren Kontinent auf lange Sicht prägen. Ich möchte, dass Europa diese gesellschaftliche, ökonomische, kulturelle und moralische Bewährungsprobe besteht.
Die Europäische Union ist eine Wertegemeinschaft und als solche eine Rechts- und Verantwortungsgemeinschaft.";2015-09-24_Regierungserklärung von Bundeskanzlerin Merkel.txt;;
156;IfD Allensbach;Die Entwicklung der Einstellungen der Bevölkerung zu EU und Währungsunion;q6_1;"""Was kann man über die EU sagen? Hier auf den Karten ist Verschiedenes aufgeschrieben. Was davon trifft Ihrer Meinung nach auf die EU zu? Legen Sie einfach die entsprechenden Karten heraus."" (Alles Genannte einkreisen!)

Gemeinschaft von Staaten, die nicht viele Gemeinsam- keiten haben";International Affairs and Foreign Aid;-2;-1;-1;-1;"Ich sage in Deutschland eines sehr häufig und will das hier gerne wiederholen: Es ist interessant, worüber wir uns streiten – nicht nur in Brüssel, sondern in Demokratien generell, wenn es um bestimmte Entscheidungen geht –; aber besonders interessant ist eigentlich, worüber wir uns unter den 28 Mitgliedstaaten nicht streiten. Das sind demokratische Grundprinzipien, das ist die Tatsache, dass wir Meinungsfreiheit haben, dass wir Bewegungsfreiheit haben, dass wir Religionsfreiheit haben, dass wir Pressefreiheit haben. All das sind nicht Gegenstände unseres Streits, sondern das ist die normale Grundlage unserer gemeinsamen Europäischen Union. Wenn Menschen aus anderen Kontinenten zu uns kommen, spüren wir, dass unsere Staatswesen – auch wenn wir uns selbst manchmal nicht allzu brillant finden – ganz offensichtlich doch attraktiv sind und auch Gegenstand der Träume dieser Menschen sind.";2015-04-28_Rede von Bundeskanzlerin Merkel an der Universität Kopenhagen am 28_ April 2015.txt;-2;1;-1;-1;"Meine Damen und Herren, neben der nationalen Ebene muss die europäische Ebene ihren Teil leisten. Menschenwürde, Rechtsstaatlichkeit, Toleranz und Solidarität verbinden uns in Europa nicht nur kulturell. Sie sind Gründungsidee, sie sind fester Bestandteil der Verträge und Grundlage des gemeinsamen Handelns der Europäischen Union. Unser Umgang mit der aktuellen Krise wird unseren Kontinent auf lange Sicht prägen. Ich möchte, dass Europa diese gesellschaftliche, ökonomische, kulturelle und moralische Bewährungsprobe besteht.
Die Europäische Union ist eine Wertegemeinschaft und als solche eine Rechts- und Verantwortungsgemeinschaft.";2015-09-24_Regierungserklärung von Bundeskanzlerin Merkel.txt;;
157;IfD Allensbach;Die Entwicklung der Einstellungen der Bevölkerung zu EU und Währungsunion;q6_2;"""Was kann man über die EU sagen? Hier auf den Karten ist Verschiedenes aufgeschrieben. Was davon trifft Ihrer Meinung nach auf die EU zu? Legen Sie einfach die entsprechenden Karten heraus."" (Alles Genannte einkreisen!)

Bringt viele Vorteile für die Bürger bzw. Verbraucher";International Affairs and Foreign Aid;-1;1;-1;-1;Merkel: Es kommt die Sorge zum Ausdruck, ob unsere sozialen und ökologischen Standards Bestand haben können. Natürlich hat ein Freihandelsabkommen zweier so großer Wirtschaftsräume eine hohe Symbolkraft. Manche Verbraucherschutz-  oder Umweltorganisation bekämpft das Abkommen, nicht weil sie unsere Standards halten will – das wollen und das werden wir auch - sondern weil sie die Möglichkeit nutzen will, sie noch weiter zu erhöhen. Das ist in dem Zusammenhang der falsche Ansatz.;2015-05-30_Im Wortlaut/ Bundeskanzlerin Merkel - Globalisierung gerecht gestalten.txt;-1;-1;-1;-1;"Mit Blick auf Bereiche im Verbraucherschutz gibt es die große Sorge, was es bedeutet, wenn die Vereinigten Staaten von Amerika einen anderen Verbraucherschutz haben als wir. Hierzu will ich als Erstes sagen, die implizite Annahme, dass in den Vereinigten Staaten von Amerika alle Vorschriften schlechter seien als in Europa, kann ich so nicht teilen. Es ist richtig, dass die Amerikaner ein völlig anderes Rechtssystem haben. Aber ob es strenger oder weniger streng ist, ist schwer zu ermessen. Der Verbraucherschutz und die Verbrauchersicherheit spielen in den Vereinigten Staaten von Amerika jedenfalls auch eine große Rolle.
Jetzt geht es darum, wie wir diese Dinge zusammenbringen können. Die eigentlich wichtige Sache dabei ist doch, dass wir ganz klar sagen: Europäisches Recht, also unsere Standards, stehen nicht zur Disposition. Ich könnte das ja noch verstehen, wenn man sagen würde, dass wir anfingen, europäische Standards zu reduzieren. Das tun wir aber nicht. Das klare Versprechen steht im Raum, dass das, was wir in Europa miteinander abgesprochen haben, nicht zur Debatte gestellt wird, sondern Grundlage der Verhandlungen ist und eingehalten wird. Umgekehrt gilt das für die Vereinigten Staaten von Amerika auch. Das heißt, es geht also um die Angleichung von Standards oder die gegenseitige Akzeptanz von Standards.
";"2015-09-21_Rede von Bundeskanzlerin Merkel auf dem Kongress ""Ja zu TTIP! Chancen nutzen, Interessen wahren, Zukunft gestalten"" der CDU-CSU-Fraktion am 21_ September 2015.txt";;
158;IfD Allensbach;Die Entwicklung der Einstellungen der Bevölkerung zu EU und Währungsunion;q6_3;"""Was kann man über die EU sagen? Hier auf den Karten ist Verschiedenes aufgeschrieben. Was davon trifft Ihrer Meinung nach auf die EU zu? Legen Sie einfach die entsprechenden Karten heraus."" (Alles Genannte einkreisen!)

Hohe Lebensqualität";International Affairs and Foreign Aid;-2;1;-1;-1;"Deshalb kann ich Sie nur um Folgendes bitten: Nutzen Sie die Chancen der Europäischen Union. Insbesondere das Erasmus-Programm führt dazu, dass fast jeder Student heute einen Teil seiner Studienzeit in einem anderen europäischen Land verbringen kann. Gerade Länder wie Dänemark und andere skandinavische Länder sind in Deutschland sehr populär als gute, tolle Studienorte mit hoher Lebensqualität. Nutzen Sie die Möglichkeiten, bleiben Sie neugierig – neugierig auf eine Welt, die zusammenwächst, auf eine Welt, die so viele spannende Kulturen kennt. Gucken Sie über den Tellerrand hinaus. Versuchen Sie zu verstehen, was andere an Stärken haben, damit wir auch stolz auf unsere eigenen Stärken sein können. Und versuchen Sie, wenn Sie auf anderen Kontinenten sind, auch immer wieder zu verstehen, warum man gerne in der Europäischen Union leben kann. 
";2015-04-28_Rede von Bundeskanzlerin Merkel an der Universität Kopenhagen am 28_ April 2015.txt;NA;NA;NA;NA;NA;NA;;
159;IfD Allensbach;Die Entwicklung der Einstellungen der Bevölkerung zu EU und Währungsunion;q6_4;"""Was kann man über die EU sagen? Hier auf den Karten ist Verschiedenes aufgeschrieben. Was davon trifft Ihrer Meinung nach auf die EU zu? Legen Sie einfach die entsprechenden Karten heraus."" (Alles Genannte einkreisen!)

Garant für Frieden in Europa";International Affairs and Foreign Aid;-2;0;-1;-1;Ich glaube, Europa und die Europäische Union sind nicht nur die Antwort auf die Herausforderung, dauerhaften Frieden, dauerhafte Freiheit und Wohlstand zu sichern – wobei wir wissen, dass wir dabei immer wieder viel zu tun haben –, sondern Europa ist auch die richtige Antwort auf die Herausforderungen der Globalisierung. Wir finden uns ja schon mit 28 Mitgliedstaaten ziemlich groß, wir repräsentieren 500 Millionen Menschen. Aber wenn wir den chinesischen Präsidenten oder den indischen Ministerpräsidenten treffen, dann stehen diese für über 1,3 bzw. 1,2 Milliarden Menschen.;2015-04-28_Rede von Bundeskanzlerin Merkel an der Universität Kopenhagen am 28_ April 2015.txt;-2;0;-1;-1;"FAZ: Als öffentlich darüber spekuliert worden ist, dass Sie den Friedensnobelpreis bekommen könnten, sagten Sie, diese Diskussion bedrücke Sie fast. Was war an dieser Vorstellung bedrückend? Sind Sie jetzt erleichtert?
Merkel: Zu meiner großen Freude hat die Europäische Union den Friedensnobelpreis für ihr Friedenswerk 2012 bekommen. Dem damit verbundenen Anspruch muss sie jetzt im Umgang mit den vielen Menschen, die vor Krieg und Verfolgung und unter Lebensgefahr fliehen, wieder gerecht werden. In diesem Jahr habe ich mich sehr über die Auszeichnung für das tunesische Quartett gefreut – eine wunderbare Wahl des Nobelpreiskomitees.";"2015-10-17_Im Wortlaut/ Merkel - ""Arbeite mit aller Kraft für tragfähige Lösungen"".txt";;
160;IfD Allensbach;Die Entwicklung der Einstellungen der Bevölkerung zu EU und Währungsunion;q6_5;"""Was kann man über die EU sagen? Hier auf den Karten ist Verschiedenes aufgeschrieben. Was davon trifft Ihrer Meinung nach auf die EU zu? Legen Sie einfach die entsprechenden Karten heraus."" (Alles Genannte einkreisen!)

Zu viele Mitgliedsländer";International Affairs and Foreign Aid;-2;0;-1;-1;"Bundeskanzlerin Angela Merkel zufolge haben alle Länder des westlichen Balkan eine Beitrittsperspektive zur EU. Vier Tage vor ihrer Reise nach Albanien, Serbien und Bosnien-Herzegowina erklärt Merkel in ihrem neuen Video-Podcast, nur durch diese Perspektive ließen sich auch die Konflikte zwischen den Ländern lösen. ""Bei allen Schwierigkeiten, die wir noch haben, gibt es Fortschritte"", sagt die Bundeskanzlerin. Mit Kroatien und Slowenien seien bereits Länder des ehemaligen Jugoslawiens EU-Mitglieder. ""Das läuft recht erfolgreich.""";2015-07-04_Video-Podcast - Merkel/ Balkanstaaten machen Fortschritte auf dem Weg in die EU.txt;-2;NA;-1;0;"Meine Damen und Herren, ich verstehe, dass manche von uns besorgt sind, ob es Europa in den Beratungen mit der Türkei gelingt, nicht nur aktuelle Interessen in der Flüchtlingsfrage zum Ausdruck zu bringen, sondern immer auch unsere Werte zu behaupten. Führen wir uns dazu vor Augen: Mit der Türkei finden Verhandlungen über den Beitritt zur Europäischen Union statt. Es gilt – das ist selbstverständlich – das Prinzip: Pacta sunt servanda, Verträge werden eingehalten. Die Verhandlungen der EU mit der Türkei werden ergebnisoffen geführt. Daran hält sich die Bundesregierung, daran halte auch ich mich.
";2015-10-15_Regierungserklärung von Bundeskanzlerin Merkel.txt;;
